,Unnamed: 0,location,total_sqft,bath,price,bhk
557,569,Mohammadpur,1120,3,4700000,3
558,570,Mohammadpur,1455,3,6024900,3
559,571,Mohammadpur,1455,3,6024900,3
560,572,Mohammadpur,1445,3,6024900,3
561,573,Mohammadpur,1455,3,6024900,3
562,574,Mohammadpur,1455,3,6024900,3
563,575,Mohammadpur,1410,3,9000000,3
564,576,Mohammadpur,1236,3,5800000,3
565,577,Mohammadpur,1306,3,6200000,3
566,578,Mohammadpur,1236,3,5700000,3
567,579,Mohammadpur,1236,3,5300000,3
568,580,Mohammadpur,1306,3,5700000,3
569,581,Mohammadpur,1455,3,6024900,3
570,582,Mohammadpur,1455,3,6024900,3
571,583,Mohammadpur,1455,3,6024900,3
572,584,Mohammadpur,1455,3,6024900,3
573,585,Mohammadpur,1250,3,3750000,3
574,586,Mohammadpur,1250,3,3750000,3
575,587,Mohammadpur,1348,3,5903520,3
576,588,Mohammadpur,1455,3,6024900,3
577,589,Mohammadpur,1250,3,3750000,3
578,590,Mohammadpur,1348,3,5478900,3
579,591,Mohammadpur,1410,3,8800000,3
580,592,Mohammadpur,1760,4,11000000,3
581,593,Mohammadpur,1190,3,5436000,3
582,594,Mohammadpur,2679,5,12000000,5
583,595,Mohammadpur,1220,3,5568000,3
584,596,Mohammadpur,1250,3,3750000,3
585,597,Mohammadpur,1348,3,5761680,3
586,598,Mohammadpur,1250,3,3750000,3
587,599,Mohammadpur,1170,3,5928000,3
588,600,Mohammadpur,1170,3,4888000,3
589,601,Mohammadpur,1450,3,13500000,3
590,602,Mohammadpur,1450,3,13500000,3
591,603,Mohammadpur,1375,3,6500000,3
592,604,Mohammadpur,1290,3,5876000,3
593,605,Mohammadpur,1290,3,5876000,3
594,606,Mohammadpur,1220,3,5568000,3
595,607,Mohammadpur,1190,3,5436000,3
596,608,Mohammadpur,1290,3,5876000,3
597,609,Mohammadpur,1220,3,5568000,3
598,610,Mohammadpur,1220,3,5568000,3
599,611,Mohammadpur,1190,3,5436000,3
600,612,Mohammadpur,1290,3,5876000,3
601,613,Mohammadpur,1324,3,5700000,3
602,614,Mohammadpur,1324,3,5700000,3
603,615,Mohammadpur,1324,3,5700000,3
604,616,Mohammadpur,1355,3,6100000,3
605,617,Mohammadpur,1250,3,3750000,3
606,618,Mohammadpur,1250,3,4575000,3
607,619,Mohammadpur,1230,3,4505000,3
608,620,Mohammadpur,1230,3,4505000,3
609,621,Mohammadpur,1250,3,4575000,3
610,622,Mohammadpur,1250,3,4575000,3
611,623,Mohammadpur,1230,3,4505000,3
612,624,Mohammadpur,1455,3,6024900,3
613,625,Mohammadpur,1190,3,5436000,3
614,626,Mohammadpur,1420,3,6700000,3
615,627,Mohammadpur,1400,4,8200000,4
616,628,Mohammadpur,1400,4,8200000,4
617,629,Mohammadpur,1700,4,9850000,4
618,630,Mohammadpur,1700,4,9850000,4
619,631,Mohammadpur,1461,3,6400000,3
620,632,Mohammadpur,1420,3,6700000,3
621,633,Mohammadpur,1420,3,6700000,3
622,634,Mohammadpur,900,2,6000000,3
623,635,Mohammadpur,950,2,4200000,2
624,636,Mohammadpur,1310,3,8360000,3
625,637,Mohammadpur,1608,3,14000000,3
626,638,Mohammadpur,1300,3,8700000,3
627,639,Mohammadpur,1420,4,6700000,3
628,640,Mohammadpur,1420,3,6700000,3
629,641,Mohammadpur,1470,3,6900000,3
630,642,Mohammadpur,1470,3,6900000,3
631,643,Mohammadpur,1470,3,6900000,3
632,644,Mohammadpur,1470,3,6900000,3
633,645,Mohammadpur,820,2,3500000,2
634,646,Mohammadpur,1310,3,8360000,3
635,647,Mohammadpur,1375,3,12000000,3
636,648,Mohammadpur,1745,3,18000000,4
637,649,Mohammadpur,2000,3,15700000,3
638,650,Mohammadpur,1420,3,6700000,3
639,651,Mohammadpur,960,2,3500000,2
640,652,Mohammadpur,700,2,5400000,2
641,653,Mohammadpur,1310,3,8360000,3
642,654,Mohammadpur,2334,3,24500000,4
643,655,Mohammadpur,1350,3,8800000,3
644,656,Mohammadpur,1150,3,7600000,3
645,657,Mohammadpur,1200,2,6500000,3
646,658,Mohammadpur,1120,3,4756000,3
647,659,Mohammadpur,980,3,4224000,3
648,660,Mohammadpur,1300,3,8300000,3
649,661,Mohammadpur,1300,3,8300000,3
650,662,Mohammadpur,1100,3,4700000,3
651,663,Mohammadpur,1750,4,9300000,4
652,664,Mohammadpur,1300,3,8300000,3
653,665,Mohammadpur,1300,3,8300000,3
654,666,Mohammadpur,980,3,4224000,3
655,667,Mohammadpur,830,2,4000000,2
